content	polarity	
Anonīmajos vieni vīrieši ar hūtītēm un brillēm un daži no viņiem raksta komentus sieviešu dzimtē .))	SPEECH	
EP visi tur taadi?	SPEECH	
Tagad skaidrs, par ko nebalsot. Trklt šamā politologa karjera beigusies. neatkarīgi no vēlēāanām 	SPEECH	
Sadarbības risinājums jāmeklē Saeimas kārtības ruļļa sadaļas: FRAKCIJAS, POLITISKIE BLOKI UN FRAKCIJU PADOME ietvaros - iedzīvinot un iespējams pilnveidojot tādas institūcijas, kā frakciju padome darbību. 	SPEECH	
No frančiem mācās , fakC. )	SPEECH	
Protams, tomnemācēšu komentēt, bet mammu var saprast, ka atrak grib tikt it kaa tuvak meitei, lai it kaa atrisinātu visu, cerams ka Ēgipē kads būs kas palīdZ, iespejams no Māras pazinam. 	SPEECH	
Datu bāzu pieslēgšana, datu uzturēšana un datubāzes lietošana ir saistīta ar datu pārraidi visā valsts teritorijā. Daudz kas ir atkarīgs no darbiniekiem kuri tos lietos. Vai datubāzu administratori spēs nodrošināt datu aizsardzību?	SPEECH	
Ļoti ceru, ka viņš vairs nepozicionēsies kā politologs plašsaziņas līdzekļos. Tagad tikai kā A/P ! funkcionārs.	SPEECH	
dzelteno vestu metodes neatbalstu. bet atbalstu viņu mērķus un saprotu dusmu iemeslu. 	SPEECH	
diemžēl lietderības koeficents tāds pats kā lampu pastiprinātājiem. pozitivā ziņa, ziemā vajag mazāk apkurei.	SPEECH	
Android neražo telefonus. Iekaliet to savās galvās ābolfani.	SPEECH	
Nu un kas...?	SPEECH	
Ko dos atkārtotas vēlēšanas? Loģiski būtu, ka pēc Gobzema izgāšanās KPV vairs Saeimā neiekļūtu, taču izskatās, ka dažam labam ierunājusies spītība &#x1F622	SPEECH	
Ļoti parezi.	SPEECH	
Gribētos lūgt, lai tās ne-tik-krietnās personas, kas pretendē uz Veselības ministriju. Kā ieraugu to ģīmi un atceros, ka esmu strādājis nepareizai valstij, tā asinsspiediens augšā gan, bet zāles nemaz tik lētas nav. :(	SPEECH	
"Laikam saprata, ka neviens vairs īsti netic, ka viņš ir &quot;neatkarīgais experts&quot;...\
... un iznāca no skapja, kā Jaunpupa organizācijas biedrs, varbūt vēl Sorosa stipendiāts, kas zin?"	SPEECH	
Godīgi būtu pensionārus Krištopanu un Bērziņu atbrīvot no NĪN?	SPEECH	
Nesanāks, tiem prāta un prasmju par maz.	SPEECH	
filologs? Savā ziņa, jā. Bet biologs -programmētājs kas ir? Dārzenis, vai tomēr ne?	SPEECH	
Raidījums ar pūšļotājiem un šarlatāniem? Nu jā tādi tev patīk tad Kivičš ir tev tieši laikā.	SPEECH	
A kā tu zini par to daudzsievību? Klāt stāvēji?	SPEECH	
Tieši kāpēc man vajadzētu maksāt vairāk par telefonu kuram nav atmiņas? Ja es negribu savus datus izlikt netā? Vai ja neta vienkārši nav tajā vietā un brīdī, kad man vajag? 	SPEECH	
Redz, kas bija jādara, kad ģimenes ārsti protestējot streikoja! Vajadzēja pie katra aizsūtīt pāris policistus ar asargāzīti un tēma būtu izsmelta!	SPEECH	
Kur Luna un Mia? 	SPEECH	
"Nez kad šitas izlīdīs no skapja?\
"	SPEECH	
bet esmu paveca tante. Nejauc mani ar bikšaiņiem :)	SPEECH	
Kas nu būs??? Aizmirsāt Nirnbergu???	SPEECH	
Jāsāk ar zēnu vēderiņu bučotāju Pedoputins.	HATE	
Un tiešām gribas, lai māte atrod un atved mājās. BET.Vai tajā ģimenē vīrieša nav? Un pēc atbraukšanas mājās kārtīga bērzu putra būtu savārama. Tomēr. Pat visi šeit komentējošie nav palikuši vienaldzīgi. Meitēns ir godam nopelnījis.	SPEECH	
Protams, ka vēl sliktākus var atrast. Taču labākus arī....	SPEECH	
Nu kā var tā būt, ka nav neviena radinieka, draugu, kas aizved līdz lidostai??? Kaimiņi, meitenes draugi, kas raksta soc.tīklos. Tak ziedojot savu laiku 3 stundas un mammu uz lidostu aizvediet! 	SPEECH	
Saprotot situāciju, stāstam būs sliktas beigas.. Diemžēl.	SPEECH	
Pat ļoti labi saprot! Vai Jūs pats nekandidētu, ja būtu cerība, ka ievēlēs?	SPEECH	
Kuram gan negribas naudiņu, vai tas kas slikts?	SPEECH	
Tavs viedoklis ir kaķim zem astes. Tā arī nevienu pantu nenocitēji. Kas attiecas uz tavu viedokli par to, ko nozīmē tas vai cits kontitūcijas pants, ir tukša skaņa. Konstitācijas autoritatīvu tulkojumu ir tiesīga dot tikai Konstitucionālā tiesa. Nav neviena sprieduma, kurā KF Konstitucionālā tiesa atzītu, ka konstitūcijas teksts paredzētu kolonijas statusu krievijai.	SPEECH	
Pareizi virsrakstā jābūt: Polittehnologs Ījabs dodas atklātā politikā: kandidēs EP vēlēšanās no 'pariešu' saraksta	SPEECH	
Kas Jums liek domāt, ka Eiropā viņš kaut ko nepareizu izdarīs?	SPEECH	
Latvijas pilsonis ir sašutis, ka Vācija atbalsta valsti, kas okupē un anektē Eiropas valsts teritoriju un turpina izvietot jaunas raķetes pret eiropu!	SPEECH	
Garlaicīga tēma . Un bezjēdzīga .	SPEECH	
"Kāpēc raksts neveras vaļā?\
"	SPEECH	
Beidziet skaust! 	SPEECH	
Visi mani komentāri izdzēsti :DDD Ja runāt par šo nedrīkst tad kāpēc vispār komentāri atļauti?	SPEECH	
Esmu drosmīgs , bet par ko un kāpēc runāt ??	SPEECH	
musļiki visu Eiropu paņem bez neviena šāviena..---------------------&gt; Tā ir skat Maskavbadā lielāko mošeju Eiropa uzcēla. Vova pat kļat bija, kad atvēra, izkalpojās musļikiem kā vien māk...	SPEECH	
Panda taxi, Ryanair, droši vien Bonaparts kabatā... Te nu bija, LV Stārs :D	SPEECH	
"Hehe...liekas kad jau tantuku grib ēst nost :)\
A ko viņi vel janvāra vidū Latvijā dara ? \
Uz siltajām zemēm nelidos? \
Laikam saprot ka tajās Ēģiptēs un Marokās droši pat zvēriem nav. Tur valda Homo Africanus ---bīstamākais no primātiem"	HATE	
Īsiniet slimnīcu valžu algas, īsiniet vidus, CSDD, aģentūras, likvidējiet kafijotājus valsts iestādēs, iekasējiet nodokļus no manikīra speciāliste	SPEECH	
Ņiluškas džipam izpūtējs sarūsēja?..	SPEECH	
Dramatiskai teātris , ar savām viesizrādēm Latvijā , ir sen aizbraucis . Uz skatuves iznāk klauni un skaļi lamājās .	SPEECH	
Intelektuāļi netrako, intelektuāļi diskutē un ironizē.	SPEECH	
Tādas var tur palikt. Nodevējus kas vedīs Muhamedus un mulatu bērnus uz Latviju mums nevajag.	SPEECH	
"Nu par Ķīnu tu nu gan pasteidzies. Tā nupat paziņoja, ka pirks naftu un gāzi no ASV, nevis no Krievijas, pēc Trampa izgājieniem ar visiem tur tirgus kariem :D\
Tā kā ta likšana ir tāda pokazuha līdz brīdim, kad niknāk uzspiež. BTW ko tad krievija tagad Ķīnai tirgos, kad ši gāzi vairs diez ko neņems? Pārdos vēl vairāk kokus? Visu Sibīriju izcirtīs pa tīro? :D"	SPEECH	
sia viss ir fake	SPEECH	
Yep, bet tā kā krievi ieradās, tad islāma valsts nav Sīrijā, bet toties ir Čečenijā :D	SPEECH	
vai tiešām grūti saprast, ka ievēlētais ziedo partijai?! Ja šāda ir vēlētāja izpratne, tad skaidrs kāpēc esam tur kur esam.. 	SPEECH	
ir šašutis. Un ne viens vien.	SPEECH	
Balsosiet par saskaņu būs valdība būs labāka dzīve.	SPEECH	
pff kas ta pa slavenibu 	SPEECH	
Vai tad skolās skolotāji nemāk iemācīt ar kādu valstu pārstāvjiem 	SPEECH	
Smiltens izpetijis OIK likuma izstradatajs kurs ir bijis, tas esot KARINSh	SPEECH	
Ne tīra,ne kaisa,ne grābj,ne slauka,ne šķūrē.NEKO nedara.Ej kā gribi.Tā vēl nav bijis.BARDAKS	SPEECH	
Sagūstīts slikto policistu sliktais 	SPEECH	
Risinājums - atpakaļ uz draugiem.lv - lai arī ir lietas, kas tiek cenzētas bet ne jau tā kā to dara FB	SPEECH	
"Viņš Sorosa fonda DOTS valdes priekšsēdētājs - apskatiet uz dots.lv\
"	SPEECH	
Atpakaļ uz draugiem. Tur tādas cenzūras nav.	SPEECH	
Gribēt vispār nav kaitīgi, bet naudiņu var nopelnīt arī normālos veidos, nevis ejot caur paristiem kaut kur startēt	SPEECH	
Tavs tētis - patiesi mīlēja Tevi un mammu !	SPEECH	
"...budžeta deficīta rāmī...\
...pārpalikuma veidošana budžetā...\
...2019.gadā nebūs iespējas pārdalīt jaunu naudu, ...\
Oriģināli,ja nebūtu bēdīgi."	SPEECH	
gan jau kāds aizvedīs ,protams, nevajag visus mediju tekstus uztvert tā ka neviens nevedīs, drošvien tajā brīdī tad jautājums bija aktuāls. Visiem darbadienas, gan jau nav tā, ka visi tagad varētu aizvest. Bet nu gan jau jautājums atrisināts! 	SPEECH	
1988. gadā es biju Mežaparkā, kur mītiņā uzstājās Gorbunovs. Kad viņš pateica, ka vajag neatkarīgu Latviju, tauta uzgavilēja. Es skatījos uz viņa rokas pacelšanu, bet neizjutu, ka viņš priecātos. Pacēla roku kā teātra aktieris.	SPEECH	
Tendence ir drūma - tauta balso par personām, kas reprezentē varu un nav būtiski, ka līderis ir ar mīnuss zīmi. Vienīgais veids kā izaugt no kalpa gara ir demokrātijas ceļš un tautas pašapziņas celšana. Otrs iemesls, kas liek balsot par mazāko ļaunumu ir tas, ka nav spēcīgas alternatīvas. Cerība ir uz jauno paaudzi un uz repatriantiem.	SPEECH	
Nedrīkst nekādā gadījumā Latvijā Ceļu vai Automašīnas nodokli iekļaut degvielas cenā, jo tad 1) Degvielas cenas pieaugs vēl par vismaz 15-20 centiem litrā. 2) Kontrabandas degvielas pircēji vispār būtu atbrīvoti, no jebkādas nodokļu maksāšanas gan no akcīzes, gan PVN, gan Ceļu vai Automašīnas ekplotācijas nodokļa. Kamēr Latvijas iedzīvotāji saņems Aplokšņu algas un nodokļus no saviem ienākumiem nemaksā, tikmēr valdībai un deputātiem nekas cits neatliek kā vien celt degvielas cenas un Akcīzi, jo savādāk Valsts budžetā naudas nav!!!!!!!	SPEECH	
Nu malači , super, beidzot Rīga arī iet Eiropas virzienā, te tādi ēšanas festivāli notiek nepārtraukti, vai katru sestdienu.	SPEECH	
nebūs labi. Kārtējais pakaļdarinājums...	SPEECH	
Čečenijā geju nav, ir tikai daži peredasti.	HATE	
Viņš pats sev arī tic!?	SPEECH	
"Kā var iztikt bez padomes, sapulces, pasēdēšanas pie tējas vai vienalga kā to nosauc, ja koalīcijas blokam jāvienojas par konkrētiem jautājumiem. KPV LV laikam speciāli tēlo, ka Saeimā bez iepriekšējas koordinēšanas visi kalpi uzreiz sapratīs un pareizi nobalsos? Tātad ar Saskaņu arī tik pat ilgi tiks saskaņots, it īpaši tāpēc, ka viņiem tāds nosaukums? Kur ir problēma padomes sēdes rīkot, piedaloties visiem ieinteresētiem koalīcijas deputātiem. Bet tad ātri atklātos, ka visiem nemaz nav jēga būt vienmēr klāt.\
Manuprāt šī KPV LV prasība reāli traucēs strādāt."	SPEECH	
Bišķi samuldējos par herpes vīrusu un dzemdes kakla vīrusu, tas ir papilomas vīruss... 	SPEECH	
Tā sāls putra ir gan slidenāka, gan nedraudzīga apaviem un transportam. Dažiem komentētājiem tā ir jauna ziņa, apsveicu!! 	SPEECH	
Par Kobanes kauju protams neesi dzirdējis vai ne?	SPEECH	
Kāds raidījums rādija kaut ko par Domburu, vairāk priekšā neteikšu	SPEECH	
Krievija ir valsts ar pagātni bez nākotnes. Bet tā ir viņu problēma. Lai skumst kaut vai par laiku, kad dzirdīja Čingishana kavalēriju. Who cares.	SPEECH	
žīdietei.	HATE	
Vispār jau no Hurgadas līdz kādam citam miestiņam būs daudz grūtāk nokļūt nekā no Tērvetes līdz Rīgai. Šai glābšanas akcijai gan personīgi neziedošu, bet novēlēšu, lai izturība nepamet un problēma ātri atrisinās!	SPEECH	
Es, Latvijas pilsonis, neesmu nemaz sašutis. Gluži pretēji. Prieks, ka vismaz vācieši nav sajukuši prātā:)	SPEECH	
Tādus idiota un mutes bajāra Eiropai vien trūka. Plānā galdiņa urbējs. Kauns.	HATE	
512 gb par maz?	SPEECH	
Runa ir par tiem päris kremļa palpiņiem, kuri lėkā pėc kremļa stabules!? Itālijā un Francijä arī ir pārītis kremļa sulaiņu!	SPEECH	
Labu pensiju grib.Te viņam tādu nedabūt.	SPEECH	
Beidzot! Cerams šo cienīgo kungu ievēlēs! Beidzot arī profesionāls būs, nevis traktoristi...	SPEECH	
es nebalsošu par šo kungu	SPEECH	
Kaut tevi zupā izvārītu par šitādu ideju.	HATE	
Tiesa.Es gadus 14 nepotējos un nekādas gripas.Agrāk kā vakcīna,tā obligāti gripa klāt.	SPEECH	
viņam bail	SPEECH	
Ja Ikstenu izmetīs no LU, viņš nez arī ies politikā? Viņam jau arī patīk vecā politika. 	SPEECH	
Kurš tur ir inteliģents?? Kaut vienu nosauciet? 	SPEECH	
Vel viena vieta, kur samest semkas!	SPEECH	
Ati, riešana nelīdzēs jo karavāna iet tālāk:-)	SPEECH	
Pret kremliniem ļoti noderēs!!!	SPEECH	
man ar nehuja neveras vala bljee pidarii	HATE	
Kivičšš vèl LV???	SPEECH	
Es arī gribu tiem piedraudēt, kur varu to izdarīt?	SPEECH	
Uz bezdibeņa 	SPEECH	
Tai mātei vēl viena meita dzīvo Horvātijā. Nav tur, kas šamo ved uz lidostu. 	SPEECH	
Aj, es rīt to sirsniņu uzspiedīšu. 	SPEECH	
Karavāna rej, bet suņi iet tālāk.	SPEECH	
Tie cilvēki ir pie pilna prāta, jā. Varbūt painteresējies, kāpēc viņi tā domā.	SPEECH	
Un tu arī vēlētos? :))	SPEECH	
Jums tur Adelaidā ir vasara, jo Austrālijā ir otrs pus ekvatora un gadalaiki ir pretēji. 	SPEECH	
Vovans jau ir tam gatavs!?	SPEECH	
Doties vienatnē uz Arābu valstīm, tas nav īsti prāta darbs, kompānijā dodoties vēl var būt. Skumji, ka tik dulla meitene, vecākiet tagad lielas raizes. 	SPEECH	
Cik skaistas pastmarkas, tikai kurš vairs lieto pastu.	SPEECH	
Nu viņš tak grib pie konveijera strādāt. 	SPEECH	
Tikai kad tās rūpnīcas bija, tajās vieni krievi strādāja, latvieši meklēja kur varētu kantorī bikses deldēt. Nu vienīgi laukos un mazpilsētās strādāja, kur krievu nebija. Cukurfabrkās.	SPEECH	
"Esmu priecīgs ka Latvijā ienāk cilvēki no Latvijas aizbēgušo cilvēku vietā.\
Cerams, no cilvēkiem tukšā Latgale atdzīvosies."	SPEECH	
Tev ira 100 punkt taisniba	SPEECH	
Aizvadīs, nevis aizvada, jo vēl nekas nav sācies.	SPEECH	
Šim vēlmju sarakstam veidojas maģiski cipari.	SPEECH	
Taisnība gan:)	SPEECH	
Ja valdībā vienlīdzīgi pārstāvētas visas koalīcijas partijas, tad nenoliedzami - pārstāvētas VISU koalīcijas partijas atbalstošo pilsoņu intereses. Turklāt konkrētajā situācijā premjera krēslu var ieņemt tikai izteikta kompromisa figūra. Ja vairums partiju saskata kompromisa figūru JV pārstāvī, tad stabilu valdību var izveidot vien tā. Par elektorātu, kas pat tik daudz nesaprot, ka koalīciju veido dažādas partijas, katra ar savu, atšķirīgu elektorātu, nudien jākaunas. (Uz diviem sevišķi infantiliem jautājumiem neuzskatīju par vajadzību atbildēt.)	SPEECH	
Brūk un brūk, bet nekādi nevar sabrukt, koē?	SPEECH	
....iznāca pediks.	HATE	
Būs jānāk !	SPEECH	
Agrāk tādas sauca savādāk un kas lika pašai uzprasīties uz nepatikšanām.? Laikam jau labi pelna, ka var visu laiku izklaidēties pa ārzemju kūrortiem.?	SPEECH	
Malace! Skaista spēle!!!	SPEECH	
Kauns KPLV	SPEECH	
Viegli spēlēja,izskatās,ka labā formā .	SPEECH	
"Atradis , kur piesieties!\
Galvenais , ka labi spele - lai veicas musejaii"	SPEECH	
Man tāds jautājums - ja ukraiņi areatētu un spìdzinatu līdz navei SAVAS valsts pilsoņus tapec ka tie ir krievi (vai peģiki- bez starpības) - tas arī būtu viņu iekšējā darīšana kurā nevienam nav tiesību iejaukties?	HATE	
Līdz 3:3 pirmajā setā vēl bij līdzīga spēle pēc tam gan Sevastovai bij diezgan liels pārsvars.Bij skaisti krosa sitieni pa diagonāli skrējienā.Tie Sevastovai diezgan labi sanāk.	SPEECH	
"Mūsu labākā tenisiste atkal parādīja labu sniegumu un neatstāja pretiniecei nekādu cerību.\
"	SPEECH	
Pilnigi piekrītu! Lauciniekiem jau vienmēr viss ir slikti! Paši lielākā daļa dzivo laukos kā riktigi pāķi kas negrib vienkārši uzlabot savus dzives apstakļus,dzivo ka cūkas ,bieži sanāk braukāt pa reģioniem! Tas ir nevis naudas trūkums bet vienkārši slinkums sakopt savu lauku ipašuma apkartni!	HATE	
Nu tiesam, es vispar nesaprotu ka kas tads iespejams...	SPEECH	
"Ja saskaita iedzivotaju skaitu latvijā un ēğiptē pret šādu gadījumu skaitu, tad skaits latvijā ir lielāks.\
Lv un tās apkārtne ir tikpat bīstama"	SPEECH	
Bums un kādas cenas?Vēl neden pensijā viņi gājas no 55 gadi!Ir vēl ko no viņiem mācīties...	SPEECH	
Apsveicu Anastasiju! Turu īkšķus par turpmākajām spēlēm! 	SPEECH	
Kādreiz noteica pēc masas. Smagāks auto, lielāka skāde ceļiem. Nu ceļi mums ir sakārtoti, var ķerties gaisam.	SPEECH	
"Vides uzlabošanu kurām personām?\
"	SPEECH	
Staicelē pieci futbola laukumi, bet Staiceles pamatskolas skolēniem nav, kur vadīt fizkultūras stundas, jo skolai nav naudas, ko samaksāt par laukumu izmantošanu. 	SPEECH	
Kur viņa dziedāja? Un kam?	SPEECH	
Oo, Nastja ir labaakaa!	SPEECH	
"Es neticu Latvijas valsts varas vārdiem. Es ticu Putina, Lavrova un Šoigu kungu vārdiem.\
Turpretim, šo triju kungu apmelotājiem es neticu, jo meļiem es vispār neticu. Es ticu tikai godīgiem cilvēkiem."	SPEECH	
Monu Bārteli vienmēr var uzvarēt, bukmeikeru karalieni.	SPEECH	
HSBC nav Lielbritānijas banka ( tas viszinošajam raxta autoram). Honkong and Shanghai Banking Corpration. Lai pamēģina atsifrēt kādas izcelsmes valsts varērtu būt bankas īpašnieki.	SPEECH	
Viņš ir tavs kungs ?	SPEECH	
Viens iemesls nebalsot par šo veidojumu. Ja tāds vēl pastāvēs līdz nākamajām vēlēšanām.	SPEECH	
Es gan esmu vērojis citu propagandas tendenci. Slavināta tiek Krievijas impērija. Ideja: Krievijas impērija būtu pasaules varenākā valsts,ja Rietumi nerīkotu pret to sazvērastības. Arī komunistus Krievijai tāpēc uzsūtīja Rietumi. Bet par spīti komunistiem, Krievija arī PSR vedolā kļuva par pasaules impēriju. Arī tagad Rietumi visiem spēkiem kavā Krieviju. Tātad tagad ir krievu nacionālā leģenda.	SPEECH	
Pareizi , lai pievalda muti . Katrs eiropietis sašutis par tādu uzbraucienu .	SPEECH	
praktiski cilvēki nealkst pārmaksāt par visu divas reizesTā premium sajūta ir tikai tik ,ka pabalsti uz grunti ejošu kompāniju 	SPEECH	
Arī šeit banku un nodokļu vergi sapņo par PSRS! Mums tā bezmaksas izglītība un medicina liekas svarigaka par nodokļiem un nesamaksajamajiem maksājumiem!	SPEECH	
Nu ko var teikt - stabila spēle, pilnīgi atbilstoša vietai rangu tabulā. Veiksmīgi turpināt!	SPEECH	
Tēma par lietu, bet nelasu klikšķināmrakstus.	SPEECH	
"Interesanta ir viena cita lieta. ASV 2000 karavīri spēj nodrošināt mieru reģionā, lai gan tur blakus karo reģionālās lielvalstis. Sīrija, Irāna, Krievija, Turcija, Izraēla, Sauda Arābija - neviena neko nespej izdarīt pret 2000 ASV karavīriem.\
\
Nav brīnums, ka krievi tik ļoti satraucās, kad uz Latviju atbrauca 100 amerikāņi."	SPEECH	
Nedomā, ka tajā impērijā, kuru tik ļoti vēlas atjaunot Putins, nebūs banku, nodokļu un informācijas telpas vergu. Tas, ka slavina 503. būvi, rūpniecību un ukraiņus pozicionē kā no ceļa nogājušus krievus nebūt nenozīmē, ka jaunā impērija nes sociālismu...	SPEECH	
"Asads un Putins ir parādā amerikāņiem mūžīgu pateicību, par to, ka amerikāņi nodrošina mieru pusē Sīrijas.\
Putins soliha, bet neizpildīja. Amerikāņi neko nesolīja, bet izpildīja."	SPEECH	
"Šeit visi tādi izglītoti pareizie, kas vēl joprojām smējās par viduslaiku anekdotēm...\
Tas tika darīts joka pēc. Tas nevienam daudz laika neprasīja, tas nekā neparāda stulbumu. Tas parāda to, ka internetā nav jābūt nekam nozīmīgam, lai iegūtu daudz laikus. "	SPEECH	
Jānovēl visu to labāko , lai atrastos . Var būt nebija pareizi darīt doma tur slavu iegūt , bet vienalga tā ir mūsu meiča un neļausim pāri darīt .	SPEECH	
